Timestamp,Log
2024-12-07 17:24:44,ets Jun  8 2016 00:22:57
2024-12-07 17:24:44,"rst:0x1 (POWERON_RESET),boot:0x13 (SPI_FAST_FLASH_BOOT)"
2024-12-07 17:24:44,"configsip: 0, SPIWP:0xee"
2024-12-07 17:24:44,"clk_drv:0x00,q_drv:0x00,d_drv:0x00,cs0_drv:0x00,hd_drv:0x00,wp_drv:0x00"
2024-12-07 17:24:44,"mode:DIO, clock div:1"
2024-12-07 17:24:44,"load:0x3fff0030,len:1344"
2024-12-07 17:24:44,"load:0x40078000,len:13964"
2024-12-07 17:24:44,"load:0x40080400,len:3600"
2024-12-07 17:24:44,entry 0x400805f0
2024-12-07 17:24:44,Setup OLED
2024-12-07 17:24:46,Connecting to WiFi...
2024-12-07 17:24:46,Connected to WiFi
2024-12-07 17:24:47,OLEDDisplayTask
2024-12-07 17:24:47,ReadDHT11Task
2024-12-07 17:24:47,semaphoreButtonTask
2024-12-07 17:24:47,Calibrating please wait...OLEDDisplayTask
2024-12-07 17:24:47,...OLEDDisplayTask
2024-12-07 17:24:47,...OLEDDisplayTask
2024-12-07 17:24:47,..  done!.
2024-12-07 17:24:47,Mq2Task
2024-12-07 17:24:47,MQ-2 Gas Concentration: 6.73 PPM
2024-12-07 17:24:47,OLEDDisplayTask
2024-12-07 17:24:47,Temperature: 40 °C	Humidity: 44 %
2024-12-07 17:24:48,OLEDDisplayTask
2024-12-07 17:24:48,OLEDDisplayTask
2024-12-07 17:24:48,OLEDDisplayTask
2024-12-07 17:24:48,OLEDDisplayTask
2024-12-07 17:24:48,OLEDDisplayTask
2024-12-07 17:24:48,OLEDDisplayTask
2024-12-07 17:24:48,OLEDDisplayTask
2024-12-07 17:24:48,OLEDDisplayTask
2024-12-07 17:24:48,OLEDDisplayTask
2024-12-07 17:24:49,OLEDDisplayTask
2024-12-07 17:24:49,OLEDDisplayTask
2024-12-07 17:24:49,OLEDDisplayTask
2024-12-07 17:24:49,OLEDDisplayTask
2024-12-07 17:24:49,OLEDDisplayTask
