Timestamp,Log
2024-12-09 03:32:25,ets Jun  8 2016 00:22:57
2024-12-09 03:32:25,"rst:0x1 (POWERON_RESET),boot:0x13 (SPI_FAST_FLASH_BOOT)"
2024-12-09 03:32:25,"configsip: 0, SPIWP:0xee"
2024-12-09 03:32:25,"clk_drv:0x00,q_drv:0x00,d_drv:0x00,cs0_drv:0x00,hd_drv:0x00,wp_drv:0x00"
2024-12-09 03:32:25,"mode:DIO, clock div:1"
2024-12-09 03:32:25,"load:0x3fff0030,len:1344"
2024-12-09 03:32:25,"load:0x40078000,len:13964"
2024-12-09 03:32:25,"load:0x40080400,len:3600"
2024-12-09 03:32:25,entry 0x400805f0
2024-12-09 03:32:26,Setup OLED
2024-12-09 03:32:28,Connecting to WiFi...
2024-12-09 03:32:28,Connected to WiFi
2024-12-09 03:32:29,OLEDDisplayTask
2024-12-09 03:32:29,ReadDHT11Task
2024-12-09 03:32:29,UDP Listening on IP: LEDBrightnessTask
2024-12-09 03:32:29,semaphoreButtonTask
2024-12-09 03:32:29,192.168.137.99
2024-12-09 03:32:29,UDPListenerSendTask
2024-12-09 03:32:29,Calibrating please wait...LEDBrightnessTask
2024-12-09 03:32:29,OLEDDisplayTask
2024-12-09 03:32:29,..LEDBrightnessTask
2024-12-09 03:32:29,.OLEDDisplayTask
2024-12-09 03:32:29,..LEDBrightnessTask
2024-12-09 03:32:29,OLEDDisplayTask
2024-12-09 03:32:29,..LEDBrightnessTask
2024-12-09 03:32:29,.  done!.
2024-12-09 03:32:29,Mq2Task
2024-12-09 03:32:29,OLEDDisplayTask
2024-12-09 03:32:29,MQ-2 Gas Concentration: 6.50 PPM
2024-12-09 03:32:29,Temperature: 35 °C	Humidity: 46 %
2024-12-09 03:32:29,LEDBrightnessTask
2024-12-09 03:32:29,OLEDDisplayTask
2024-12-09 03:32:29,LEDBrightnessTask
2024-12-09 03:32:29,OLEDDisplayTask
2024-12-09 03:32:30,LEDBrightnessTask
2024-12-09 03:32:30,OLEDDisplayTask
2024-12-09 03:32:30,LEDBrightnessTask
2024-12-09 03:32:30,OLEDDisplayTask
2024-12-09 03:32:30,LEDBrightnessTask
2024-12-09 03:32:30,OLEDDisplayTask
2024-12-09 03:32:30,LEDBrightnessTask
2024-12-09 03:32:30,LEDBrightnessTask
2024-12-09 03:32:30,OLEDDisplayTask
2024-12-09 03:32:30,LEDBrightnessTask
2024-12-09 03:32:30,OLEDDisplayTask
2024-12-09 03:32:30,OLEDDisplayTask
2024-12-09 03:32:30,LEDBrightnessTask
2024-12-09 03:32:30,LEDBrightnessTask
2024-12-09 03:32:30,OLEDDisplayTask
2024-12-09 03:32:30,LEDBrightnessTask
2024-12-09 03:32:30,OLEDDisplayTask
2024-12-09 03:32:30,LEDBrightnessTask
2024-12-09 03:32:30,OLEDDisplayTask
2024-12-09 03:32:31,LEDBrightnessTask
2024-12-09 03:32:31,OLEDDisplayTask
2024-12-09 03:32:31,LEDBrightnessTask
2024-12-09 03:32:31,OLEDDisplayTask
2024-12-09 03:32:31,LEDBrightnessTask
2024-12-09 03:32:31,UDPListenerSendTask
2024-12-09 03:32:31,OLEDDisplayTask
2024-12-09 03:32:31,LEDBrightnessTask
2024-12-09 03:32:31,LEDBrightnessTask
2024-12-09 03:32:31,OLEDDisplayTask
2024-12-09 03:32:31,OLEDDisplayTask
2024-12-09 03:32:31,LEDBrightnessTask
2024-12-09 03:32:31,LEDBrightnessTask
2024-12-09 03:32:31,OLEDDisplayTask
2024-12-09 03:32:31,Mq2Task
2024-12-09 03:32:31,LEDBrightnessTask
2024-12-09 03:32:31,MQ-2 Gas Concentration: OLEDDisplayTask
2024-12-09 03:32:31,12.62 PPM
2024-12-09 03:32:31,ReadDHT11Task
2024-12-09 03:32:31,OLEDDisplayTask
2024-12-09 03:32:31,LEDBrightnessTask
2024-12-09 03:32:32,LEDBrightnessTask
2024-12-09 03:32:32,OLEDDisplayTask
2024-12-09 03:32:32,LEDBrightnessTask
2024-12-09 03:32:32,OLEDDisplayTask
2024-12-09 03:32:32,LEDBrightnessTask
2024-12-09 03:32:32,OLEDDisplayTask
2024-12-09 03:32:32,Temperature: 35 °C	Humidity: 46 %
2024-12-09 03:32:32,LEDBrightnessTask
2024-12-09 03:32:32,OLEDDisplayTask
2024-12-09 03:32:32,LEDBrightnessTask
2024-12-09 03:32:32,OLEDDisplayTask
2024-12-09 03:32:32,LEDBrightnessTask
2024-12-09 03:32:32,OLEDDisplayTask
2024-12-09 03:32:32,LEDBrightnessTask
2024-12-09 03:32:32,OLEDDisplayTask
2024-12-09 03:32:32,LEDBrightnessTask
2024-12-09 03:32:32,LEDBrightnessTask
2024-12-09 03:32:32,OLEDDisplayTask
2024-12-09 03:32:32,LEDBrightnessTask
2024-12-09 03:32:32,OLEDDisplayTask
2024-12-09 03:32:33,LEDBrightnessTask
2024-12-09 03:32:33,OLEDDisplayTask
2024-12-09 03:32:33,LEDBrightnessTask
2024-12-09 03:32:33,OLEDDisplayTask
2024-12-09 03:32:33,LEDBrightnessTask
2024-12-09 03:32:33,UDPListenerSendTask
2024-12-09 03:32:33,OLEDDisplayTask
2024-12-09 03:32:33,LEDBrightnessTask
2024-12-09 03:32:33,OLEDDisplayTask
2024-12-09 03:32:33,LEDBrightnessTask
2024-12-09 03:32:33,OLEDDisplayTask
2024-12-09 03:32:33,LEDBrightnessTask
2024-12-09 03:32:33,OLEDDisplayTask
2024-12-09 03:32:33,LEDBrightnessTask
2024-12-09 03:32:33,LEDBrightnessTask
2024-12-09 03:32:33,OLEDDisplayTask
2024-12-09 03:32:33,Mq2Task
2024-12-09 03:32:33,MQ-2 Gas Concentration: 9.43 PPM
