Timestamp,Log
2024-12-07 15:40:45,ets Jun  8 2016 00:22:57
2024-12-07 15:40:45,"rst:0x1 (POWERON_RESET),boot:0x13 (SPI_FAST_FLASH_BOOT)"
2024-12-07 15:40:45,"configsip: 0, SPIWP:0xee"
2024-12-07 15:40:45,"clk_drv:0x00,q_drv:0x00,d_drv:0x00,cs0_drv:0x00,hd_drv:0x00,wp_drv:0x00"
2024-12-07 15:40:45,"mode:DIO, clock div:1"
2024-12-07 15:40:45,"load:0x3fff0030,len:1344"
2024-12-07 15:40:45,"load:0x40078000,len:13964"
2024-12-07 15:40:45,"load:0x40080400,len:3600"
2024-12-07 15:40:45,entry 0x400805f0
2024-12-07 15:40:45,Setup OLED
2024-12-07 15:40:47,Connecting to WiFi...
2024-12-07 15:40:47,Connected to WiFi
2024-12-07 15:40:48,OLEDDisplayTask
2024-12-07 15:40:48,semaphoreButtonTask
2024-12-07 15:40:48,ReadDHT11Task
2024-12-07 15:40:48,Calibrating please wait...OLEDDisplayTask
2024-12-07 15:40:49,...OLEDDisplayTask
2024-12-07 15:40:49,...OLEDDisplayTask
2024-12-07 15:40:49,..  done!.
2024-12-07 15:40:49,Mq2Task
2024-12-07 15:40:49,MQ-2 Gas Concentration: 6.92 PPM
2024-12-07 15:40:49,OLEDDisplayTask
2024-12-07 15:40:49,Temperature: 39 °C	Humidity: 47 %
2024-12-07 15:40:49,OLEDDisplayTask
2024-12-07 15:40:49,OLEDDisplayTask
2024-12-07 15:40:49,OLEDDisplayTask
2024-12-07 15:40:49,OLEDDisplayTask
2024-12-07 15:40:49,OLEDDisplayTask
2024-12-07 15:40:49,OLEDDisplayTask
2024-12-07 15:40:50,OLEDDisplayTask
2024-12-07 15:40:50,OLEDDisplayTask
2024-12-07 15:40:50,OLEDDisplayTask
2024-12-07 15:40:50,OLEDDisplayTask
2024-12-07 15:40:50,OLEDDisplayTask
2024-12-07 15:40:50,OLEDDisplayTask
2024-12-07 15:40:50,OLEDDisplayTask
2024-12-07 15:40:50,OLEDDisplayTask
2024-12-07 15:40:51,OLEDDisplayTask
2024-12-07 15:40:51,OLEDDisplayTask
2024-12-07 15:40:51,OLEDDisplayTask
2024-12-07 15:40:51,Mq2Task
2024-12-07 15:40:51,OLEDDisplayTask
2024-12-07 15:40:51,MQ-2 Gas Concentration: 11.21 PPM
2024-12-07 15:40:51,OLEDDisplayTask
2024-12-07 15:40:51,OLEDDisplayTask
2024-12-07 15:40:51,OLEDDisplayTask
2024-12-07 15:40:51,OLEDDisplayTask
2024-12-07 15:40:51,OLEDDisplayTask
2024-12-07 15:40:52,OLEDDisplayTask
2024-12-07 15:40:52,OLEDDisplayTask
2024-12-07 15:40:52,OLEDDisplayTask
2024-12-07 15:40:52,OLEDDisplayTask
2024-12-07 15:40:52,ReadDHT11Task
2024-12-07 15:40:52,OLEDDisplayTask
2024-12-07 15:40:52,OLEDDisplayTask
2024-12-07 15:40:52,OLEDDisplayTask
2024-12-07 15:40:52,OLEDDisplayTask
2024-12-07 15:40:52,Temperature: 39 °C	Humidity: 47 %
2024-12-07 15:40:52,OLEDDisplayTask
2024-12-07 15:40:53,OLEDDisplayTask
2024-12-07 15:40:53,OLEDDisplayTask
2024-12-07 15:40:53,OLEDDisplayTask
2024-12-07 15:40:53,Mq2Task
2024-12-07 15:40:53,OLEDDisplayTask
2024-12-07 15:40:53,MQ-2 Gas Concentration: 12.46 PPM
2024-12-07 15:40:53,OLEDDisplayTask
2024-12-07 15:40:53,OLEDDisplayTask
2024-12-07 15:40:53,OLEDDisplayTask
2024-12-07 15:40:53,OLEDDisplayTask
2024-12-07 15:40:53,OLEDDisplayTask
2024-12-07 15:40:54,OLEDDisplayTask
2024-12-07 15:40:54,OLEDDisplayTask
2024-12-07 15:40:54,OLEDDisplayTask
2024-12-07 15:40:54,OLEDDisplayTask
2024-12-07 15:40:54,OLEDDisplayTask
2024-12-07 15:40:54,OLEDDisplayTask
2024-12-07 15:40:54,OLEDDisplayTask
2024-12-07 15:40:54,OLEDDisplayTask
2024-12-07 15:40:54,OLEDDisplayTask
2024-12-07 15:40:55,OLEDDisplayTask
2024-12-07 15:40:55,OLEDDisplayTask
2024-12-07 15:40:55,OLEDDisplayTask
2024-12-07 15:40:55,Mq2Task
2024-12-07 15:40:55,OLEDDisplayTask
2024-12-07 15:40:55,MQ-2 Gas Concentration: 15.57 PPM
2024-12-07 15:40:55,OLEDDisplayTask
2024-12-07 15:40:55,OLEDDisplayTask
2024-12-07 15:40:55,OLEDDisplayTask
2024-12-07 15:40:55,OLEDDisplayTask
2024-12-07 15:40:55,ReadDHT11Task
2024-12-07 15:40:55,OLEDDisplayTask
2024-12-07 15:40:56,OLEDDisplayTask
2024-12-07 15:40:56,OLEDDisplayTask
2024-12-07 15:40:56,OLEDDisplayTask
2024-12-07 15:40:56,Error 253 Reading from DHT11 timed out.
2024-12-07 15:40:56,OLEDDisplayTask
2024-12-07 15:40:56,OLEDDisplayTask
2024-12-07 15:40:56,OLEDDisplayTask
2024-12-07 15:40:56,OLEDDisplayTask
2024-12-07 15:40:56,OLEDDisplayTask
2024-12-07 15:40:57,OLEDDisplayTask
2024-12-07 15:40:57,OLEDDisplayTask
2024-12-07 15:40:57,OLEDDisplayTask
2024-12-07 15:40:57,Button pressed 2 time(s) in 1 second
2024-12-07 15:40:57,semaphoreButtonTask
2024-12-07 15:40:57,OLEDDisplayTask
2024-12-07 15:40:57,Mq2Task
2024-12-07 15:40:57,OLEDDisplayTask
2024-12-07 15:40:57,MQ-2 Gas Concentration: 6.03 PPM
2024-12-07 15:40:57,OLEDDisplayTask
2024-12-07 15:40:57,OLEDDisplayTask
2024-12-07 15:40:57,OLEDDisplayTask
2024-12-07 15:40:57,OLEDDisplayTask
2024-12-07 15:40:58,OLEDDisplayTask
2024-12-07 15:40:58,OLEDDisplayTask
2024-12-07 15:40:58,OLEDDisplayTask
2024-12-07 15:40:58,OLEDDisplayTask
2024-12-07 15:40:58,OLEDDisplayTask
2024-12-07 15:40:58,OLEDDisplayTask
2024-12-07 15:40:58,OLEDDisplayTask
2024-12-07 15:40:58,OLEDDisplayTask
2024-12-07 15:40:58,OLEDDisplayTask
2024-12-07 15:40:59,OLEDDisplayTask
2024-12-07 15:40:59,OLEDDisplayTask
2024-12-07 15:40:59,OLEDDisplayTask
2024-12-07 15:40:59,OLEDDisplayTask
2024-12-07 15:40:59,ReadDHT11Task
2024-12-07 15:40:59,Mq2Task
2024-12-07 15:40:59,OLEDDisplayTask
2024-12-07 15:40:59,MQ-2 Gas Concentration: 8.21 PPM
2024-12-07 15:40:59,OLEDDisplayTask
2024-12-07 15:40:59,OLEDDisplayTask
2024-12-07 15:40:59,OLEDDisplayTask
2024-12-07 15:40:59,OLEDDisplayTask
2024-12-07 15:40:59,Temperature: 39 °C	Humidity: 47 %
2024-12-07 15:41:00,OLEDDisplayTask
2024-12-07 15:41:00,OLEDDisplayTask
2024-12-07 15:41:00,OLEDDisplayTask
2024-12-07 15:41:00,OLEDDisplayTask
2024-12-07 15:41:00,OLEDDisplayTask
2024-12-07 15:41:00,OLEDDisplayTask
