Timestamp,Log
2024-12-09 03:33:28,ets Jul 29 2019 12:21:46
2024-12-09 03:33:28,"rst:0x1 (POWERON_RESET),boot:0x13 (SPI_FAST_FLASH_BOOT)"
2024-12-09 03:33:28,"configsip: 0, SPIWP:0xee"
2024-12-09 03:33:28,"clk_drv:0x00,q_drv:0x00,d_drv:0x00,cs0_drv:0x00,hd_drv:0x00,wp_drv:0x00"
2024-12-09 03:33:28,"mode:DIO, clock div:1"
2024-12-09 03:33:28,"load:0x3fff0030,len:1344"
2024-12-09 03:33:28,"load:0x40078000,len:13964"
2024-12-09 03:33:28,"load:0x40080400,len:3600"
2024-12-09 03:33:28,entry 0x400805f0
2024-12-09 03:33:30,Connecting to WiFi...
2024-12-09 03:33:31,WiFi Connected!
2024-12-09 03:33:31,IP Address: 192.168.137.23
2024-12-09 03:33:32,UDP Listening on IP: 192.168.137.23
2024-12-09 03:33:32,Setup done
2024-12-09 03:33:33,"UDP Packet Type: Broadcast, From: 192.168.137.99:1234, To: 255.255.255.255:1234, Length: 50, Data: {""temperature"":37,""humidity"":44,""ppm"":12.91988277}"
2024-12-09 03:33:33,UDPSendTask
2024-12-09 03:33:33,CheckAndAlertTask
2024-12-09 03:33:34,"UDP Packet Type: Unicast, From: 192.168.137.99:1234, To: 192.168.137.23:1234, Length: 20, Data: Got 65 bytes of dataFailed to parse JSON"
2024-12-09 03:33:34,"UDP Packet Type: Unicast, From: 192.168.137.99:1234, To: 192.168.137.23:1234, Length: 20, Data: Got 20 bytes of dataFailed to parse JSON"
2024-12-09 03:33:34,UDPSendTask
2024-12-09 03:33:34,CheckAndAlertTask
2024-12-09 03:33:34,UDPSendTask
2024-12-09 03:33:34,CheckAndAlertTask
2024-12-09 03:33:34,"UDP Packet Type: Unicast, From: 192.168.137.99:1234, To: 192.168.137.23:1234, Length: 20, Data: Got 65 bytes of dataFailed to parse JSON"
2024-12-09 03:33:34,"UDP Packet Type: Unicast, From: 192.168.137.99:1234, To: 192.168.137.23:1234, Length: 20, Data: Got 20 bytes of dataFailed to parse JSON"
2024-12-09 03:33:34,"UDP Packet Type: Unicast, From: 192.168.137.99:1234, To: 192.168.137.23:1234, Length: 20, Data: Got 65 bytes of dataFailed to parse JSON"
2024-12-09 03:33:34,"UDP Packet Type: Unicast, From: 192.168.137.99:1234, To: 192.168.137.23:1234, Length: 20, Data: Got 20 bytes of dataFailed to parse JSON"
2024-12-09 03:33:35,UDPSendTask
2024-12-09 03:33:35,CheckAndAlertTask
2024-12-09 03:33:35,"UDP Packet Type: Unicast, From: 192.168.137.99:1234, To: 192.168.137.23:1234, Length: 20, Data: Got 65 bytes of dataFailed to parse JSON"
2024-12-09 03:33:35,"UDP Packet Type: Unicast, From: 192.168.137.99:1234, To: 192.168.137.23:1234, Length: 20, Data: Got 20 bytes of dataFailed to parse JSON"
2024-12-09 03:33:35,UDPSendTask
2024-12-09 03:33:35,CheckAndAlertTask
2024-12-09 03:33:36,UDPSendTask
2024-12-09 03:33:36,CheckAndAlertTask
2024-12-09 03:33:36,"UDP Packet Type: Unicast, From: 192.168.137.99:1234, To: 192.168.137.23:1234, Length: 20, Data: Got 65 bytes of dataFailed to parse JSON"
2024-12-09 03:33:36,"UDP Packet Type: Unicast, From: 192.168.137.99:1234, To: 192.168.137.23:1234, Length: 20, Data: Got 20 bytes of dataFailed to parse JSON"
2024-12-09 03:33:36,UDPSendTask
2024-12-09 03:33:36,CheckAndAlertTask
2024-12-09 03:33:37,"UDP Packet Type: Unicast, From: 192.168.137.99:1234, To: 192.168.137.23:1234, Length: 20, Data: Got 65 bytes of dataFailed to parse JSON"
2024-12-09 03:33:37,UDPSendTask
2024-12-09 03:33:37,CheckAndAlertTask
2024-12-09 03:33:37,"UDP Packet Type: Unicast, From: 192.168.137.99:1234, To: 192.168.137.23:1234, Length: 20, Data: Got 20 bytes of dataFailed to parse JSON"
