Timestamp,Log
2024-12-07 15:36:15,ets Jun  8 2016 00:22:57
2024-12-07 15:36:15,"rst:0x1 (POWERON_RESET),boot:0x13 (SPI_FAST_FLASH_BOOT)"
2024-12-07 15:36:15,"configsip: 0, SPIWP:0xee"
2024-12-07 15:36:15,"clk_drv:0x00,q_drv:0x00,d_drv:0x00,cs0_drv:0x00,hd_drv:0x00,wp_drv:0x00"
2024-12-07 15:36:15,"mode:DIO, clock div:1"
2024-12-07 15:36:15,"load:0x3fff0030,len:1344"
2024-12-07 15:36:15,"load:0x40078000,len:13964"
2024-12-07 15:36:15,"load:0x40080400,len:3600"
2024-12-07 15:36:15,entry 0x400805f0
2024-12-07 15:36:15,Setup OLED
2024-12-07 15:36:17,Connecting to WiFi...
2024-12-07 15:36:17,Connected to WiFi
2024-12-07 15:36:18,OLEDDisplayTask
2024-12-07 15:36:18,semaphoreButtonTask
2024-12-07 15:36:18,ReadDHT11Task
2024-12-07 15:36:18,Calibrating please wait...OLEDDisplayTask
2024-12-07 15:36:18,...OLEDDisplayTask
2024-12-07 15:36:18,...OLEDDisplayTask
2024-12-07 15:36:19,..  done!.
2024-12-07 15:36:19,Mq2Task
2024-12-07 15:36:19,MQ-2 Gas Concentration: 6.62 PPM
2024-12-07 15:36:19,OLEDDisplayTask
2024-12-07 15:36:19,Temperature: 39 °C	Humidity: 45 %
2024-12-07 15:36:19,OLEDDisplayTask
2024-12-07 15:36:19,OLEDDisplayTask
2024-12-07 15:36:19,OLEDDisplayTask
2024-12-07 15:36:19,OLEDDisplayTask
2024-12-07 15:36:19,OLEDDisplayTask
2024-12-07 15:36:19,OLEDDisplayTask
2024-12-07 15:36:19,OLEDDisplayTask
2024-12-07 15:36:19,OLEDDisplayTask
2024-12-07 15:36:20,OLEDDisplayTask
2024-12-07 15:36:20,OLEDDisplayTask
2024-12-07 15:36:20,OLEDDisplayTask
2024-12-07 15:36:20,OLEDDisplayTask
2024-12-07 15:36:20,OLEDDisplayTask
2024-12-07 15:36:20,OLEDDisplayTask
2024-12-07 15:36:20,OLEDDisplayTask
2024-12-07 15:36:20,OLEDDisplayTask
2024-12-07 15:36:20,OLEDDisplayTask
2024-12-07 15:36:21,Mq2Task
2024-12-07 15:36:21,OLEDDisplayTask
2024-12-07 15:36:21,MQ-2 Gas Concentration: 9.99 PPM
2024-12-07 15:36:21,ReadDHT11Task
2024-12-07 15:36:21,OLEDDisplayTask
2024-12-07 15:36:21,OLEDDisplayTask
2024-12-07 15:36:21,OLEDDisplayTask
2024-12-07 15:36:21,OLEDDisplayTask
2024-12-07 15:36:21,Temperature: 39 °C	Humidity: 46 %
2024-12-07 15:36:21,OLEDDisplayTask
2024-12-07 15:36:21,OLEDDisplayTask
2024-12-07 15:36:21,OLEDDisplayTask
2024-12-07 15:36:21,OLEDDisplayTask
2024-12-07 15:36:22,OLEDDisplayTask
2024-12-07 15:36:22,OLEDDisplayTask
2024-12-07 15:36:22,OLEDDisplayTask
2024-12-07 15:36:22,OLEDDisplayTask
2024-12-07 15:36:22,OLEDDisplayTask
2024-12-07 15:36:22,OLEDDisplayTask
2024-12-07 15:36:22,OLEDDisplayTask
2024-12-07 15:36:22,OLEDDisplayTask
2024-12-07 15:36:23,OLEDDisplayTask
2024-12-07 15:36:23,Mq2Task
2024-12-07 15:36:23,OLEDDisplayTask
2024-12-07 15:36:23,MQ-2 Gas Concentration: 9.94 PPM
2024-12-07 15:36:23,OLEDDisplayTask
2024-12-07 15:36:23,OLEDDisplayTask
2024-12-07 15:36:23,OLEDDisplayTask
2024-12-07 15:36:23,OLEDDisplayTask
2024-12-07 15:36:23,ReadDHT11Task
2024-12-07 15:36:23,OLEDDisplayTask
2024-12-07 15:36:23,OLEDDisplayTask
2024-12-07 15:36:23,OLEDDisplayTask
2024-12-07 15:36:24,OLEDDisplayTask
2024-12-07 15:36:24,OLEDDisplayTask
2024-12-07 15:36:24,Temperature: 39 °C	Humidity: 46 %
2024-12-07 15:36:24,OLEDDisplayTask
2024-12-07 15:36:24,OLEDDisplayTask
2024-12-07 15:36:24,OLEDDisplayTask
2024-12-07 15:36:24,OLEDDisplayTask
2024-12-07 15:36:24,OLEDDisplayTask
2024-12-07 15:36:24,OLEDDisplayTask
2024-12-07 15:36:24,OLEDDisplayTask
2024-12-07 15:36:25,OLEDDisplayTask
2024-12-07 15:36:25,Mq2Task
2024-12-07 15:36:25,OLEDDisplayTask
2024-12-07 15:36:25,MQ-2 Gas Concentration: 8.87 PPM
2024-12-07 15:36:25,OLEDDisplayTask
2024-12-07 15:36:25,OLEDDisplayTask
2024-12-07 15:36:25,OLEDDisplayTask
2024-12-07 15:36:25,OLEDDisplayTask
2024-12-07 15:36:25,OLEDDisplayTask
2024-12-07 15:36:25,OLEDDisplayTask
2024-12-07 15:36:25,OLEDDisplayTask
2024-12-07 15:36:26,OLEDDisplayTask
2024-12-07 15:36:26,ReadDHT11Task
2024-12-07 15:36:26,OLEDDisplayTask
2024-12-07 15:36:26,OLEDDisplayTask
2024-12-07 15:36:26,OLEDDisplayTask
2024-12-07 15:36:26,OLEDDisplayTask
2024-12-07 15:36:26,OLEDDisplayTask
2024-12-07 15:36:26,Temperature: 39 °C	Humidity: 46 %
2024-12-07 15:36:26,OLEDDisplayTask
2024-12-07 15:36:26,OLEDDisplayTask
2024-12-07 15:36:26,OLEDDisplayTask
2024-12-07 15:36:27,OLEDDisplayTask
2024-12-07 15:36:27,Mq2Task
2024-12-07 15:36:27,OLEDDisplayTask
2024-12-07 15:36:27,MQ-2 Gas Concentration: 8.06 PPM
2024-12-07 15:36:27,OLEDDisplayTask
2024-12-07 15:36:27,OLEDDisplayTask
2024-12-07 15:36:27,OLEDDisplayTask
2024-12-07 15:36:27,OLEDDisplayTask
2024-12-07 15:36:27,OLEDDisplayTask
2024-12-07 15:36:27,OLEDDisplayTask
2024-12-07 15:36:27,OLEDDisplayTask
2024-12-07 15:36:28,OLEDDisplayTask
2024-12-07 15:36:28,OLEDDisplayTask
2024-12-07 15:36:28,OLEDDisplayTask
2024-12-07 15:36:28,OLEDDisplayTask
2024-12-07 15:36:28,OLEDDisplayTask
2024-12-07 15:36:28,OLEDDisplayTask
2024-12-07 15:36:28,ReadDHT11Task
2024-12-07 15:36:28,OLEDDisplayTask
2024-12-07 15:36:28,OLEDDisplayTask
2024-12-07 15:36:28,OLEDDisplayTask
2024-12-07 15:36:29,OLEDDisplayTask
2024-12-07 15:36:29,Temperature: 39 °C	Humidity: 46 %
2024-12-07 15:36:29,Mq2Task
2024-12-07 15:36:29,OLEDDisplayTask
2024-12-07 15:36:29,MQ-2 Gas Concentration: 7.98 PPM
2024-12-07 15:36:29,OLEDDisplayTask
2024-12-07 15:36:29,OLEDDisplayTask
2024-12-07 15:36:29,OLEDDisplayTask
2024-12-07 15:36:29,OLEDDisplayTask
2024-12-07 15:36:29,OLEDDisplayTask
2024-12-07 15:36:29,OLEDDisplayTask
2024-12-07 15:36:30,OLEDDisplayTask
2024-12-07 15:36:30,OLEDDisplayTask
2024-12-07 15:36:30,OLEDDisplayTask
2024-12-07 15:36:30,OLEDDisplayTask
2024-12-07 15:36:30,OLEDDisplayTask
2024-12-07 15:36:30,OLEDDisplayTask
2024-12-07 15:36:30,OLEDDisplayTask
2024-12-07 15:36:30,OLEDDisplayTask
2024-12-07 15:36:30,OLEDDisplayTask
2024-12-07 15:36:31,OLEDDisplayTask
2024-12-07 15:36:31,OLEDDisplayTask
2024-12-07 15:36:31,ReadDHT11Task
2024-12-07 15:36:31,Mq2Task
2024-12-07 15:36:31,OLEDDisplayTask
2024-12-07 15:36:31,MQ-2 Gas Concentration: 7.93 PPM
