Timestamp,Log
2024-12-07 15:18:05,ets Jun  8 2016 00:22:57
2024-12-07 15:18:05,"rst:0x1 (POWERON_RESET),boot:0x13 (SPI_FAST_FLASH_BOOT)"
2024-12-07 15:18:05,"configsip: 0, SPIWP:0xee"
2024-12-07 15:18:05,"clk_drv:0x00,q_drv:0x00,d_drv:0x00,cs0_drv:0x00,hd_drv:0x00,wp_drv:0x00"
2024-12-07 15:18:05,"mode:DIO, clock div:1"
2024-12-07 15:18:05,"load:0x3fff0030,len:1344"
2024-12-07 15:18:05,"load:0x40078000,len:13964"
2024-12-07 15:18:05,"load:0x40080400,len:3600"
2024-12-07 15:18:05,entry 0x400805f0
2024-12-07 15:18:05,Setup OLED
2024-12-07 15:18:07,Connecting to WiFi...
2024-12-07 15:18:07,Connected to WiFi
2024-12-07 15:18:08,OLEDDisplayTask
2024-12-07 15:18:08,semaphoreButtonTask
2024-12-07 15:18:08,ReadDHT11Task
2024-12-07 15:18:08,Calibrating please wait...OLEDDisplayTask
2024-12-07 15:18:08,...OLEDDisplayTask
2024-12-07 15:18:08,...OLEDDisplayTask
2024-12-07 15:18:08,..  done!.
2024-12-07 15:18:08,Mq2Task
2024-12-07 15:18:08,MQ-2 Gas Concentration: 7.22 PPM
2024-12-07 15:18:08,OLEDDisplayTask
2024-12-07 15:18:09,Temperature: 39 °C	Humidity: 46 %
2024-12-07 15:18:09,OLEDDisplayTask
2024-12-07 15:18:09,OLEDDisplayTask
2024-12-07 15:18:09,OLEDDisplayTask
2024-12-07 15:18:09,OLEDDisplayTask
2024-12-07 15:18:09,OLEDDisplayTask
2024-12-07 15:18:09,OLEDDisplayTask
2024-12-07 15:18:09,OLEDDisplayTask
2024-12-07 15:18:09,OLEDDisplayTask
2024-12-07 15:18:09,OLEDDisplayTask
2024-12-07 15:18:10,OLEDDisplayTask
2024-12-07 15:18:10,OLEDDisplayTask
2024-12-07 15:18:10,OLEDDisplayTask
2024-12-07 15:18:10,OLEDDisplayTask
2024-12-07 15:18:10,OLEDDisplayTask
2024-12-07 15:18:10,OLEDDisplayTask
2024-12-07 15:18:10,OLEDDisplayTask
2024-12-07 15:18:10,OLEDDisplayTask
2024-12-07 15:18:10,Mq2Task
2024-12-07 15:18:11,OLEDDisplayTask
2024-12-07 15:18:11,MQ-2 Gas Concentration: 9.62 PPM
2024-12-07 15:18:11,ReadDHT11Task
2024-12-07 15:18:11,OLEDDisplayTask
2024-12-07 15:18:11,OLEDDisplayTask
2024-12-07 15:18:11,OLEDDisplayTask
2024-12-07 15:18:11,OLEDDisplayTask
2024-12-07 15:18:11,Error 253 Reading from DHT11 timed out.
2024-12-07 15:18:11,OLEDDisplayTask
2024-12-07 15:18:11,OLEDDisplayTask
